pmi	raw_freq	raw_co	cw
-0.88044715	11816	5	license/n
2.6966813	4305	65	lick/v
0.26729667	54832	73	lie/v
-0.70520544	360433	182	life/n
1.306118	32414	122	light/j
0.29186362	93755	128	light/n
2.508955	10129	127	lightly/r
1.0527154	2402	7	lightweight/j
0.39534858	623395	944	like/i
-0.9210794	14876	6	like/r
-0.30379483	198538	149	like/v
-0.64883107	69150	37	likely/j
0.70537883	8691	18	limb/n
-0.2135938	31478	26	limit/v
-0.06982923	148325	141	line/n
0.06672022	2742	3	linkage/n
2.2947478	27738	281	lip/n
2.4844804	5802	71	liquid/j
-1.4552428	4225	1	listing/n
0.2184286	162532	206	little/j
0.43137336	96282	151	little/r
-0.50313824	30849	19	living/n
-0.2139122	101668	84	local/j
0.19084723	23455	29	locate/v
0.5132507	29393	50	location/n
-0.1399481	16912	15	lock/v
0.16052718	5850	7	locker/n
0.5459271	161696	285	long/j
0.09551522	154826	174	long/r
0.7482369	4626	10	long/v
-0.04463993	536130	522	look/v
1.4949579	3954	18	loosen/v
-0.3993405	20565	14	lord/n
-0.6194811	145921	80	lose/v
-1.1991581	19695	6	louis/n
-0.8522801	117783	51	love/v
-0.9053046	4840	2	loving/j
0.53675175	118684	207	low/j
2.5735207	1116	15	lowland/n
1.365535	504	2	lubbock/n
3.3823214	367	11	lube/n
0.5910594	4903	9	lucas/n
0.6977962	3944	8	luis/n
0.24426739	40672	53	machine/n
-0.25144088	46548	37	maintain/v
0.05148659	936264	1007	make/v
0.3454802	12533	18	mama/n
-0.57457304	456718	262	man/n
1.3821511	2226	9	mango/n
1.6215189	194	1	mangy/j
1.6781803	917	5	manicure/n
1.3205259	1045	4	manually/r
-0.16476281	41706	36	march/n
-1.6857803	42223	8	marriage/n
1.164242	10416	34	mars/n
3.827557	1797	84	martini/n
1.5286777	216	1	masonite/n
1.7179422	4575	26	mat/n
0.5579306	66046	118	material/n
0.17448407	76391	93	matter/n
-0.15848908	22995	20	matter/v
0.21310832	16956	21	maximum/n
-0.15550555	344771	302	may/v
-2.6810296	14343	1	mccain/n
1.1141421	323	1	mcchesney/n
1.2049867	1180	4	mccormick/n
1.3955624	249	1	mccutcheon/n
5.633116	280	80	mcmurdo/n
-0.5642607	774118	448	me/p
-0.53777695	271261	161	mean/v
1.8682925	1056	7	meander/v
-0.7619753	6279	3	meantime/n
0.5282563	21939	38	meanwhile/r
1.6867614	22305	123	meat/n
-1.5550885	9300	2	medal/n
-1.5750966	56749	12	media/n
-0.90358436	65193	27	medical/j
-1.3957968	11866	3	medicare/n
2.2522702	2677	26	mediterranean/j
2.3609653	10411	112	medium/j
-0.9784684	140749	54	meet/v
1.4934143	219	1	mekong/n
-0.21976742	4880	4	memoir/n
-0.33370024	6823	5	mentor/n
2.9051287	702	13	meringue/n
-0.11614601	3306	3	messenger/n
0.41657746	25192	39	metal/n
0.06289917	47751	52	method/n
0.37026876	4764	7	meyer/n
-0.57615644	15820	9	miami/n
3.6723838	175	7	microfiber/n
0.34724882	33201	48	middle/n
0.4555718	68380	110	mile/n
2.2640424	19771	193	milk/n
3.2111313	2643	65	mince/v
1.1493405	143620	462	minute/n
-0.191275	2392	2	miriam/n
2.3054643	22763	233	mix/v
0.92967665	6969	18	mixed/j
2.507089	2157	27	mixing/n
2.7949278	17445	292	mixture/n
2.236652	2558	24	ml/n
-0.8853582	2381	1	moderate/v
-0.8011693	41425	19	modern/j
1.2749628	550	2	modesto/n
0.13752235	856	1	modular/j
3.711796	3366	141	moist/j
4.7188716	740	85	moisten/v
3.6894212	4816	197	moisture/n
4.4303527	246	21	moisturize/v
1.7065921	3909	22	mold/n
-0.5442708	47557	28	mom/n
-0.8142097	119493	54	moment/n
-1.0636669	178789	63	money/n
-0.23921956	6243	5	monkey/n
0.28181562	179499	243	month/n
0.04413945	25337	27	moon/n
6.851324	35	34	mopping/n
-0.2820004	562725	434	more/r
2.229677	4434	42	moss/n
-0.369545	266203	188	most/r
0.7913465	31063	70	mostly/r
-0.61357903	182561	101	mother/n
0.0060912776	11681	12	mount/v
1.0988765	53301	163	mountain/n
3.2126076	41	1	mountainsmith/n
2.6447942	43386	623	mouth/n
-5.171907e-05	980	1	mouthful/n
-0.18450713	194422	165	move/v
1.1808605	300	1	mowing/n
-1.1439015	262360	85	mr/n
-0.12443242	136307	123	much/r
1.5667106	409	2	mush/n
3.9945457	4258	233	mustard/n
2.022673	9084	70	nail/n
-0.81291294	137464	62	name/n
-0.70118374	51373	26	name/v
-0.9861598	181088	69	national/j
-0.5410204	30256	18	native/j
0.22707486	60077	77	natural/j
0.69865614	12150	25	naturally/r
-0.57811946	62846	36	nature/n
0.49526063	59656	100	near/i
0.3943508	6607	10	near/r
0.25044465	71620	94	nearly/r
1.9153054	144	1	nearshore/n
-0.14168067	308171	273	need/v
3.6565766	26	1	needin/n
-0.1716136	38339	33	neighborhood/n
-0.08275963	21266	20	neither/r
-1.0163641	10867	4	nelson/n
4.1616526	46	3	nematode/v
-0.27108642	284129	221	never/r
-0.8182044	475138	214	new/j
-0.74321234	208420	101	new/n
1.7762436	829	5	newsstand/n
0.103841044	198396	223	night/n
-0.7009251	1975	1	nightly/j
-0.84779006	43390	19	no/p
0.09967796	29460	33	nod/v
0.324849	34022	48	normal/j
0.9386599	13395	35	normally/r
0.16149424	93683	112	north/n
1.1892753	7164	24	northeast/n
-0.036178965	47940	47	note/n
-0.27449283	61879	48	note/v
-0.14101195	136666	121	nothing/p
-0.44144395	658636	432	now/r
1.2893729	1885	7	numb/j
-0.9913374	203267	77	number/n
1.7039376	10575	59	nut/n
-1.4114484	4016	1	obscure/v
0.29823402	1451	2	obstruct/v
-0.77668166	34071	16	obviously/r
1.288144	810	3	oddity/n
-0.17374653	11167127	9595	of/i
-0.7421219	175198	85	of/r
0.40723953	199702	306	off/r
0.19478811	151866	189	often/r
1.7974548	84849	520	oil/n
-0.5821332	28652	16	okay/r
0.46717608	11766	19	oklahoma/n
1.2925141	812	3	okra/n
0.08675704	254273	283	old/j
2.6684346	9566	139	olive/j
0.12844896	2717985	3155	on/i
-0.3827177	257791	179	on/r
0.555811	136887	244	once/r
-0.35370833	398964	286	one/p
0.033244796	126930	134	only/j
-0.10038343	406589	376	only/r
-0.2803239	1294	1	onslaught/n
1.1287329	47504	150	onto/i
1.3225272	1824	7	opaque/j
0.18015967	72837	89	open/j
0.021802565	121057	126	open/v
-0.68545645	50562	26	operation/n
-0.10178321	10881	10	operator/n
0.7463829	6030	13	opt/v
1.4468895	10196	44	orange/n
1.7447451	342	2	orbiting/j
4.20791	45	3	orecchiette/n
0.50691235	10713	18	oregon/n
1.597414	12097	61	organic/j
-1.4158071	24156	6	organize/v
0.17337322	1650	2	orgasm/n
2.3938832	89	1	osita/n
-0.3493071	15259	11	other/i
-0.38651463	588691	409	other/j
-0.94968206	58162	23	other/p
2.6937017	14032	207	ounce/n
-0.19375524	261619	220	out/i
0.009494997	740621	763	out/r
0.38398036	2666	4	outdoors/r
-0.123100914	50913	46	outside/i
0.1859309	17875	22	outside/j
0.66764754	23623	47	outside/r
2.4446208	13721	161	oven/n
0.48000932	328812	543	over/i
0.17432801	225659	274	over/r
-1.1195952	21055	7	overall/j
-0.326141	1357	1	overdue/j
2.532059	700	9	overhang/n
2.2130685	214	2	overripe/j
1.9556464	139	1	overused/j
-0.3518914	43188	31	owner/n
0.60361797	8032	15	oxygen/n
0.6671316	5042	10	oyster/n
-0.06731149	4183	4	ozone/n
1.3479296	17098	67	pack/v
1.3007122	23783	89	package/n
-0.023431193	1003	1	pad/v
-0.3001792	44958	34	pain/n
2.6440501	13416	193	paint/n
0.5213026	40045	69	painting/n
1.7240059	2969	17	palette/n
1.4133109	17889	75	palm/n
2.0347652	19746	154	pan/n
-0.3823691	1431	1	pang/n
3.396467	200	6	panko/n
1.2993313	13668	51	pant/n
1.6426989	81086	428	paper/n
0.50746393	589	1	paratrooper/n
1.2311403	2575	9	parcel/n
4.166637	803	53	parched/j
0.04134879	84997	90	park/n
-2.2456422	9230	1	parliament/n
0.6776515	499	1	parse/v
-0.08916882	225813	211	part/n
-0.043952867	6169	6	partial/j
-2.1062098	48350	6	participant/n
0.065182805	54030	59	particularly/r
-0.1310052	94885	85	pass/v
-0.34562793	62175	45	past/j
2.5040674	7005	87	pasta/n
1.8704618	3794	25	pastry/n
4.5330443	6476	613	pat/v
2.1330283	10083	87	patch/n
0.46119413	31491	51	path/n
1.1413622	628	2	pathfinder/n
-0.58374435	7058	4	patience/n
-0.30240124	14865	11	patrick/n
-0.0033739323	13778	14	pause/v
2.983444	3418	69	pavement/n
-1.1674529	144733	46	pay/v
-2.9280658	18286	1	payment/n
1.948183	5484	39	pea/n
0.6290746	4735	9	peach/n
3.0374863	983	21	peat/n
2.4786897	164	2	pedantic/j
2.5045052	2266	28	peel/n
-1.1132456	753419	253	people/n
2.5810595	24705	328	pepper/n
0.48224458	65639	108	per/i
-0.03345851	214948	212	percent/n
0.57948214	1648	3	perch/n
0.6928507	3917	8	perch/v
0.36336562	37549	55	perfect/j
0.887027	14917	37	perfectly/r
-0.58904874	3535	2	performing/n
-0.2178124	92362	76	perhaps/r
1.2248151	1726	6	perish/v
0.88167495	6473	16	persist/v
-1.1332902	72906	24	personal/j
-1.3148432	18221	5	personality/n
0.56871474	560	1	philly/n
0.026078448	64880	67	photograph/n
-1.2340531	57088	17	physical/j
0.84674054	75631	180	piece/n
3.0330439	1977	42	pigment/n
-0.70551705	3967	2	pilgrim/n
2.154349	11280	99	pine/n
0.4272434	15355	24	pink/j
1.6066008	1587	8	pint/n
0.60942805	9604	18	pitch/v
4.0552454	309	18	pkg/n
0.64439934	220480	429	place/n
1.1389078	65778	210	place/v
1.3945225	8755	36	plain/j
2.5561826	9270	122	plain/n
1.3592876	68352	272	plant/n
0.9523929	14711	39	plant/v
1.8408948	2791	18	planting/n
0.8585127	2503	6	plasma/n
3.0304995	47	1	plasterer/n
2.1570115	2266	20	plateau/n
-2.4124188	87641	8	player/n
-0.9595956	20465	8	pleasure/n
0.27117202	19415	26	plenty/p
1.5426916	2299	11	plow/v
0.7012974	1942	4	plumbing/n
0.6641833	2525	5	plummet/v
0.9508445	1892	5	plump/j
1.2613549	21641	77	plus/i
0.40213832	25552	39	pocket/n
1.5322496	212	1	pocono/n
-0.977645	195440	75	point/n
-0.50496423	68186	42	point/v
0.36637405	2715	4	poison/v
-1.5257118	116902	26	policy/n
2.480125	495	6	ponderosa/n
-0.2960035	57925	44	poor/j
-0.053622354	91786	89	possible/j
-1.1292837	3033	1	postal/j
1.2215549	17337	60	pot/n
1.5367212	32902	155	pound/n
1.6273085	5797	30	pound/v
3.1284695	10972	252	powder/n
3.7299633	469	20	powdery/j
-0.6417959	83573	45	practice/n
2.3178008	96	1	pram/n
-0.2949229	3938	3	predominantly/r
2.7611015	3307	53	preheat/v
0.1080316	53542	61	prepare/v
-0.7430738	16486	8	present/n
0.828207	16679	39	preserve/v
-0.6080639	57668	32	press/n
-0.38905612	54873	38	pressure/n
-0.6626702	13297	7	prevention/n
0.7872725	447	1	pricy/j
0.22844063	17891	23	primarily/r
0.29439342	8054	11	princess/n
-0.9816261	18287	7	priority/n
-0.536063	232502	139	problem/n
-0.50026673	4833	3	problematic/j
0.6681759	13039	26	process/v
1.1795185	305	1	prod/n
0.47819468	79426	131	produce/v
-0.0574091	45669	44	production/n
0.115164265	5222	6	progress/v
2.0278974	2701	21	prolonged/j
-1.42161	32403	8	promote/v
-0.13659158	54970	49	protect/v
-0.7969907	47751	22	prove/v
-0.18234721	164133	140	provide/v
1.8990924	2049	14	puddle/n
0.37772685	94149	140	pull/v
0.91108507	6707	17	pulse/n
1.7489771	7322	43	pump/v
-0.52343726	6627	4	punch/v
2.447041	1620	19	puree/n
0.25848904	6811	9	purse/n
-2.0404966	7539	1	pursuit/n
0.07428377	257330	283	put/v
1.447009	230	1	putt/v
-0.25144097	56621	45	quality/n
0.5612522	31917	57	quick/j
0.5882884	61428	113	quickly/r
-0.039087508	14287	14	quietly/r
0.55646384	3930	7	quilt/n
0.98708475	1464	4	quirky/j
3.0730128	91	2	racking/n
0.11356561	876	1	radiance/n
-0.65323514	45283	24	radio/n
0.8356154	2968	7	rage/v
0.114663206	9607	11	rail/n
2.357313	26316	284	rain/n
0.92833614	4266	11	rainbow/n
2.0733476	614	5	raindrop/n
3.4208496	1945	61	rainfall/n
3.004263	533	11	rainstorm/n
1.4780443	893	4	rake/n
0.6870839	10906	22	ranch/n
0.6801329	21407	43	range/v
0.14677377	21127	25	rare/j
-0.29540622	44612	34	rather/i
2.4877193	1302	16	ravine/n
1.1110144	12588	39	raw/j
0.1098803	100093	114	reach/v
-0.69645166	291814	148	really/r
2.975478	50	1	reauy/j
-0.5823793	36793	21	recall/v
-0.43199608	1508	1	reciprocal/j
-0.62130547	84033	46	record/n
-0.533456	10021	6	recording/n
1.6685109	369	2	recovered/j
-0.08478663	15997	15	recovery/n
1.1141421	962	3	recur/v
1.4865068	73160	329	red/j
1.5036547	1086	5	reddish/j
0.14294644	62746	74	reduce/v
-0.6278492	36668	20	refer/v
2.1527212	2501	22	refrigerate/v
-1.0989263	32250	11	refuse/v
1.1542358	55553	180	region/n
0.1696758	12370	15	regularly/r
-0.3369803	9592	7	regulate/v
1.1406331	7817	25	relieve/v
0.60768443	99060	186	remain/v
0.69476664	4882	10	remains/n
0.9609686	4862	13	remarkably/r
-0.31747332	115899	86	remember/v
1.59403	49072	247	remove/v
1.4155273	476	2	renovated/j
0.68190086	24782	50	repeat/v
0.34323713	35436	51	replace/v
-0.7764001	131675	62	research/n
-1.4241828	16323	4	respondent/n
-0.5980231	124567	70	result/n
1.1314071	317	1	revolting/j
3.108913	262	6	rhizome/n
0.6334778	1582	3	rhonda/n
1.7585589	6430	38	rib/n
-0.08029083	32902	31	ride/v
3.6469285	178	7	ridgetop/n
-0.5959166	137336	77	right/j
-0.48038703	254243	159	right/r
4.6691914	3323	361	rinse/v
-0.06055316	19765	19	rise/n
0.3268815	58650	83	rise/v
1.4357675	62235	267	river/n
1.7228591	349	2	rivulet/n
0.64667326	87849	171	road/n
1.0951495	52607	160	rock/n
2.3840837	4514	50	rocky/j
0.38171393	14173	21	roll/n
0.039071016	185238	196	room/n
1.3748446	22856	92	root/n
2.2642539	1728	17	rot/v
1.6810862	13314	73	rough/j
0.20421204	13591	17	roughly/r
0.65538144	4585	9	round/r
2.5426316	12785	166	rub/v
0.48160478	605	1	rumbling/n
1.3728937	35421	142	run/n
0.9438294	203974	535	run/v
1.6003919	10097	51	running/j
-0.62265927	20157	11	rush/v
0.66223013	4061	8	saddle/n
-1.2353089	37166	11	sales/n
2.1340215	1276	11	saliva/n
1.2729207	9892	36	salmon/n
2.6809113	33232	488	salt/n
2.477476	17165	209	sand/n
-1.19686	12979	4	satellite/n
1.6738054	3489	19	saucepan/n
-0.6161673	2141694	1178	say/v
3.259844	2214	59	scalp/n
3.9869325	346	19	scaly/j
-0.5016138	8115	5	scare/v
2.2687864	102	1	schlemmer/n
0.17813492	820	1	schoolhouse/n
0.22384582	1561	2	scientifically/r
-1.2612164	3471	1	scoring/n
-1.6977191	5343	1	scrutiny/n
1.2174675	44111	152	sea/n
0.29559854	7286	10	seal/n
2.1414824	93798	813	season/n
-0.11732581	61811	56	second/n
-0.7002857	1980	1	secondary/n
0.13725135	51619	60	section/n
-2.275553	95278	10	security/n
-0.43585065	763376	503	see/v
2.0872216	21082	173	seed/n
-0.049405027	235112	229	seem/v
0.41328287	6472	10	sensation/n
-0.07283094	103027	98	sense/n
0.3312441	20367	29	separate/j
0.34036562	19492	28	separate/v
-0.041019876	11254	11	sequence/n
0.08060908	111105	123	serve/v
-0.7841101	160876	75	service/n
-1.1763889	3175	1	service/v
1.7479935	11185	65	serving/n
-0.54208744	26947	16	session/n
0.33245495	136844	195	set/v
0.45447206	16140	26	severe/j
1.7017478	11962	67	shade/n
1.0778428	1669	5	shade/v
2.327206	859	9	shaded/j
0.24940294	24451	32	shadow/n
0.81576055	865	2	shaggy/j
3.886588	1773	88	shampoo/n
3.2323737	271	7	shampoo/v
5.931601	11	4	shaoxing/v
-0.01747616	14923	15	shape/v
1.1630526	18981	62	sharp/j
0.06980567	7305	8	sharply/r
1.6066445	4323	22	shave/v
-0.120157115	1618738	1467	she/p
0.8855652	12100	30	shelter/n
2.126504	931	8	sheltered/j
4.0857677	2567	154	sherry/n
1.4383391	1865	8	shine/n
1.4279995	5397	23	shiny/j
0.79353267	29710	67	shoe/n
0.09034928	66179	74	short/j
-0.20033504	336182	281	should/v
-0.15186925	46738	41	shoulder/n
-1.2663206	97571	28	show/n
-0.7208898	227668	113	show/v
2.2465682	2297	22	shred/v
0.922261	6232	16	shrink/v
-0.2697921	27086	21	shut/v
0.29674202	1457	2	shutdown/n
0.46527603	166552	271	side/n
0.8534429	28339	67	sidebar/n
0.9871366	5862	16	sierra/n
2.8747368	2386	43	sift/v
2.0640473	1369	11	silky/j
1.1008049	1969	6	sim/n
-0.3073983	58547	44	similar/j
-0.44054216	71318	47	simply/r
0.6790328	2480	5	simulate/v
-0.31397882	1345	1	sinclair/n
0.039849497	158297	168	sit/v
0.15517633	83351	99	site/n
-1.1202792	77906	26	situation/n
0.02342325	56716	59	size/n
1.4992993	1533	7	skid/v
2.9269967	44556	850	skin/n
1.0186766	37841	107	sky/n
0.5004402	1794	3	skyline/n
-1.8383394	6142	1	slavery/n
0.1351637	37649	44	sleep/v
1.8881462	10873	73	slice/n
2.3679805	8639	93	slice/v
2.2461255	3177	30	sliced/j
0.54691887	11323	20	slight/j
1.0465121	29249	85	slightly/r
0.67599374	22901	46	slip/v
1.8742405	9314	62	slope/n
0.7973986	35342	80	slowly/r
2.0265927	1557	12	sludge/n
0.71512944	201093	420	small/j
-0.5527092	22180	13	smart/j
1.491065	13206	60	smell/n
-0.08691791	44047	41	smile/v
1.2912636	1629	6	smoked/j
1.666562	4064	22	smooth/v
1.6710292	923	5	snapper/n
-0.06823458	6289	6	sneak/v
1.8709553	28636	190	snow/n
-0.09700471	845456	782	so/r
2.6247048	5817	82	soak/v
2.5198874	1420	18	sob/n
0.82145303	3027	7	sob/v
-2.130156	148040	18	social/j
2.5131161	6750	85	sock/n
2.942549	22471	436	soil/n
2.9633973	1565	31	solid/n
-0.55974483	279871	163	something/p
0.046056297	91554	98	sometimes/r
-1.1622448	87844	28	son/n
-0.9862728	10489	4	sophisticated/j
1.6788808	3468	19	sore/j
2.2430992	934	9	sore/n
-0.8694685	30449	13	sort/r
0.22096503	6272	8	sort/v
1.5806342	5074	25	sour/j
2.591625	296	4	sourdough/n
0.16307431	98438	118	south/n
0.8644507	38472	93	southern/j
-0.1651998	3470	3	spacecraft/n
-0.62993807	128685	70	speak/v
-0.843212	81975	36	special/j
0.58617795	40221	74	species/n
0.49248502	4184	7	specimen/n
0.2590602	6806	9	spectacular/j
3.9756055	4170	227	spell/n
-0.7013613	126118	64	spend/v
4.517884	117	11	sphagnum/n
0.66572046	11591	23	split/v
0.6887758	12299	25	spot/v
-0.20000534	1194	1	sprawl/n
2.1347094	6848	59	spray/n
2.5633013	226	3	sprayer/n
1.104515	49846	153	spring/n
2.5399492	6952	90	sprinkle/v
1.5071614	433	2	sprinkling/n
-1.1185805	2995	1	spy/v
2.1752722	12356	111	squeeze/v
0.8768559	6525	16	stack/n
-0.30504155	50538	38	stage/n
1.3411368	2823	11	stain/v
0.68243307	2478	5	stake/v
2.8557475	2144	38	stalk/n
0.39709926	3295	5	stall/n
0.10427668	151782	172	stand/v
-0.041096322	4085	4	standardized/j
-0.16338745	10398	9	standing/n
-0.07366638	235418	223	start/v
0.7846355	8569	19	starter/n
-1.0071527	442400	165	state/n
-1.9155719	46564	7	statement/n
1.232844	105937	371	stay/v
2.0726023	6439	52	steak/n
0.9691638	743	2	steely/j
1.3452277	7644	30	steep/j
1.6721169	9941	54	stem/n
0.28037232	72555	98	step/n
0.2997132	43569	60	step/v
0.78489137	35335	79	stick/v
2.082003	7196	59	stiff/j
1.0148141	355	1	stiff/n
0.02788917	322903	339	still/r
1.1707764	2431	8	sting/v
2.485463	23849	293	stir/v
0.3245319	56090	79	stock/n
1.1489204	39461	127	stone/n
1.0355742	697	2	stone/v
-0.114906296	132112	120	stop/v
1.2214521	61313	212	store/n
2.7619398	11434	185	store/v
1.4844482	887	4	stored/j
-0.2653769	2557	2	storm/v
-0.915762	181132	74	story/n
-0.36757034	25459	18	strange/j
1.2284659	4904	17	strawberry/n
2.230076	16609	158	stream/n
5.0940595	24	4	streambed/v
-0.24019618	127226	102	street/n
-0.026698267	1008	1	strenuous/j
0.006415413	11657	12	stress/v
0.050308943	3732	4	stride/v
-0.026058258	36154	36	strike/v
0.24553011	13029	17	string/n
-1.4504253	195919	47	study/n
0.38527173	44818	67	stuff/n
1.0131271	8540	24	stuff/v
0.5940868	44346	82	style/n
0.15364812	1674	2	subordinate/j
0.16119763	14141	17	substantial/j
-0.37701017	5703	4	substantially/r
1.0071013	3930	11	substitute/n
1.140429	4396	14	substitute/v
0.54402655	9084	16	subtle/j
2.7968106	358	6	subtropical/j
-1.5310154	9074	2	suburban/j
0.6837451	3453	7	succession/n
2.6592138	9079	132	suck/v
0.52320886	12181	21	sudden/j
0.16383165	37336	45	suffer/v
2.0762525	28710	230	sugar/n
-0.55235547	100156	59	suggest/v
0.9908333	28721	79	suit/n
1.466251	228	1	summa/n
1.6135375	69609	357	summer/n
1.2887381	51626	191	sun/n
-0.48092586	41309	26	sunday/n
2.3788307	5815	64	sunny/j
1.5881739	200	1	sunroof/n
0.5631328	6723	12	sunset/n
-0.3747806	14329	10	super/j
-0.5046427	1624	1	suppression/n
0.09239536	127341	142	sure/j
1.729486	42245	243	surface/n
-0.50693846	24422	15	surprise/n
0.47649148	24278	40	surround/v
1.0679971	6388	19	surrounding/j
-0.19253698	3571	3	surroundings/n
-0.7422185	8220	4	survey/v
1.4421382	8788	38	sweat/n
0.13459516	5989	7	sweater/n
1.5557002	27029	130	sweet/j
1.4245361	1888	8	sweetness/n
1.8076034	481	3	sweltering/j
0.7035305	6796	14	syndrome/n
1.7670522	3714	22	syrup/n
-0.3988269	215848	148	system/n
-0.20893237	137088	112	table/n
3.309182	23651	640	tablespoon/n
-0.36162066	728340	518	take/v
0.48735395	27651	46	tall/j
0.94242406	773	2	talon/n
0.6070057	2184	4	tanner/n
1.0166643	1778	5	tart/n
-0.96522444	43620	17	task/n
1.0635332	18952	56	taste/n
2.2530835	14109	136	taste/v
3.3537195	479	14	tasteless/j
-1.357199	144806	38	team/n
1.0053327	360	1	tease/n
3.5189738	27126	885	teaspoon/n
0.43795606	32149	51	technique/n
-0.9243737	420159	170	tell/v
3.2601566	1125	30	temperate/j
1.8422583	25381	163	temperature/n
1.3523525	8092	32	tender/j
1.2578188	11411	41	tent/n
-1.1040661	64956	22	term/n
-0.38229373	20136	14	terrible/j
-0.18652949	42562	36	test/v
2.0558867	4155	33	tester/n
0.1904822	55545	68	texas/n
-0.30857685	59855	45	than/i
0.14282115	735227	867	them/p
0.47542572	588861	967	then/r
2.6197124	72	1	theologiae/n
-0.27542645	359574	278	there/r
0.4034518	3264	5	thereafter/r
1.0913714	2964	9	thermal/j
-0.25920463	2015289	1590	they/p
1.3956864	24010	99	thick/j
1.7108301	25288	143	thin/j
-0.7959707	440852	203	thing/n
-1.0026549	840031	314	think/v
2.694372	3101	46	thinly/r
2.14686	1372	12	thirst/n
-0.032078188	6080	6	this/r
2.6269324	6854	97	thoroughly/r
2.937844	15901	306	throat/n
1.5656618	819	4	throbbing/j
0.3902024	373176	563	through/i
0.296366	42861	59	throughout/i
2.6853943	1534	23	thunderstorm/n
3.0969002	2753	61	thyme/n
0.96588284	9722	26	tight/r
0.4877786	5423	9	till/i
-0.72970426	16381	8	tim/n
-0.22551319	835550	681	time/n
1.1822044	300	1	tinkling/j
0.45523646	19887	32	tired/j
2.9921138	148	3	tiredly/r
-0.19189453	4186359	3527	to/i
3.314532	2585	72	toast/v
-0.77655274	200210	94	today/r
0.42206377	130217	203	together/r
2.158895	17085	150	tomato/n
-0.50894135	32674	20	tomorrow/r
1.97654	12902	95	tongue/n
-1.367949	54040	14	tonight/r
0.57583773	304192	552	too/r
0.563031	22333	40	tooth/n
0.00044841255	46098	47	top/j
0.57077813	9424	17	top/v
-1.2641106	6985	2	toronto/n
2.7698607	62	1	torrell/n
6.366774	113	67	tortugas/n
-0.13876848	43202	38	total/j
0.40883556	20218	31	totally/r
1.2304604	16600	58	touch/n
0.60455596	37491	70	touch/v
-0.07277695	113707	108	toward/i
-0.5088706	19633	12	towards/i
3.7514136	8917	388	towel/n
0.83668005	1273	3	tower/v
0.17743888	88522	108	town/n
0.31718144	36419	51	track/n
-1.1989454	51881	16	trade/n
-0.6913935	23480	12	train/n
-0.50705546	17872	11	transition/n
0.30241826	5777	8	transport/v
-0.5619423	20670	12	travel/n
-0.29356092	39346	30	travel/v
1.408314	72964	305	tree/n
-0.508074	24415	15	trend/n
1.8536522	1234	8	tributary/n
0.20766693	11154	14	trick/n
0.12834947	44783	52	trip/n
-0.1651634	2321	2	trooper/n
1.9724274	7213	53	tropical/j
-1.4385563	16500	4	trust/n
-0.027100105	319874	318	try/v
1.10158	651	2	tumble/n
1.3815254	3962	16	tuna/n
1.9453375	18951	135	turkey/n
0.3580342	239814	350	turn/v
0.50997114	2353	4	turnaround/n
0.57596576	20335	37	typically/r
1.6786773	184	1	uke/n
-0.50579333	1623	1	unavailable/j
1.9397444	281	2	unblemished/j
3.2491176	38	1	unconsolidated/j
0.3029799	176440	244	under/i
0.60931456	23474	44	under/r
3.7119756	24	1	understeer/n
1.4274856	235	1	ungodly/j
-1.854512	137437	22	united/n
0.14778101	92330	109	up/i
0.15533045	868718	1035	up/r
-0.15634377	60562	53	upon/i
-1.6283127	224769	45	us/n
-0.6965717	385085	196	us/p
0.4510193	461993	741	use/v
0.7944037	56985	129	usually/r
-0.2121262	7252	6	utilize/v
2.786566	30945	511	valley/n
3.3093274	36	1	vallis/n
2.1312244	5434	46	vanilla/n
0.49741676	12508	21	variation/n
-0.19167928	9548	8	vegas/n
2.5339103	3797	49	vegetation/n
-0.38302472	33087	23	vehicle/n
1.6966225	2707	15	vent/n
5.4030614	219	49	vermouth/n
0.30360898	420972	582	very/r
-0.80094856	15332	7	via/i
-0.9974332	87587	33	view/n
0.36704338	36665	54	village/n
3.0551813	6026	128	vinegar/n
2.2234757	3506	33	vineyard/n
4.06384	85	5	viognier/n
-0.5514272	5113	3	virgin/n
-0.28919974	28953	22	virginia/n
0.029791709	18019	19	virtually/r
-0.06909269	1047	1	virtuous/j
-0.4410522	13731	9	virus/n
0.2757191	15602	21	visible/j
-0.48792952	35068	22	vision/n
-0.09236365	4289	4	visiting/j
-1.09651	11708	4	vital/j
1.1696761	2440	8	vodka/n
0.6267783	98672	188	voice/n
0.26234967	3788	5	volcano/n
0.2657926	22586	30	volume/n
3.753985	229	10	wadi/n
-0.020642012	111387	111	wait/v
0.43633804	23458	37	wake/v
0.12466568	122979	142	walk/v
0.5619599	92114	165	wall/n
3.0419486	140	3	walling/n
-1.8213228	181364	30	war/n
2.894103	31579	583	warm/j
3.0376596	5091	108	wash/n
2.2581904	17812	174	wash/v
-0.862808	118507	51	washington/n
2.1425138	918	8	wastewater/j
0.05818092	136955	148	watch/v
2.1325524	186794	1609	water/n
1.4064535	4109	17	watercolor/n
2.8398526	286	5	watercourse/n
1.5999312	2371	12	waterfall/n
0.44213074	29591	47	wave/n
-0.59044063	512483	290	way/n
-0.61964846	1979457	1087	we/p
0.30529386	18051	25	weak/j
0.13031681	6008	7	weaken/v
0.29064482	85638	117	wear/v
2.689121	25624	385	weather/n
